# t x1 y1 x2 y2 error_x error_y
26.5200000000 34.4287096404 8.4886931270 34.1153850836 9.4718691036 0.3133245568 0.9831759767
26.5300000000 34.4790162808 8.5817123141 34.1318627480 9.5722412030 0.3471535328 0.9905288889
26.5400000000 34.5261448911 8.6760660517 34.1449178661 9.6737856969 0.3812270250 0.9977196452
26.5500000000 34.5700360115 8.7717546814 34.1545067609 9.7764921725 0.4155292505 1.0047374911
26.5600000000 34.6106308574 8.8687775976 34.1605871318 9.8803490268 0.4500437256 1.0115714292
26.5700000000 34.6478714024 8.9671332052 34.1631181373 9.9853434329 0.4847532651 1.0182102277
26.5800000000 34.6817004644 9.0668188764 34.1620604791 10.0914613071 0.5196399852 1.0246424306
26.5900000000 34.7120617927 9.1678309078 34.1573764863 10.1986872760 0.5546853064 1.0308563682
26.6000000000 34.7389001585 9.2701644766 34.1490301992 10.3070046460 0.5898699592 1.0368401695
26.6100000000 34.7621614454 9.3738135977 34.1369874539 10.4163953729 0.6251739915 1.0425817752
26.6200000000 34.7817927438 9.4787710805 34.1212159659 10.5268400329 0.6605767778 1.0480689524
26.6300000000 34.7977424444 9.5850284853 34.1016854137 10.6383177955 0.6960570307 1.0532893102
26.6400000000 34.8099603356 9.6925760807 34.0783675213 10.7508063975 0.7315928144 1.0582303168
26.6500000000 34.8183977001 9.8014028015 34.0512361401 10.8642821187 0.7671615601 1.0628793172
26.6600000000 34.8230074137 9.9114962066 34.0202673293 10.9787197600 0.8027400844 1.0672235534
26.6700000000 34.8237440444 10.0228424381 33.9854394352 11.0940926226 0.8383046092 1.0712501845
26.6800000000 34.8205639527 10.1354261813 33.9467331684 11.2103724904 0.8738307842 1.0749463091
26.6900000000 34.8134253912 10.2492306254 33.9041316794 11.3275296134 0.9092937118 1.0782989880
26.7000000000 34.8022886060 10.3642374257 33.8576206314 11.4455326951 0.9446679746 1.0812952694
26.7100000000 34.7871159364 10.4804266672 33.8071882718 11.5643488810 0.9799276645 1.0839222138
26.7200000000 34.7678719149 10.5977768297 33.7528254994 11.6839437511 1.0150464155 1.0861669214
26.7300000000 34.7445233670 10.7162647544 33.6945259297 11.8042813141 1.0499974373 1.0880165597
26.7400000000 34.7170395094 10.8358656128 33.6322859565 11.9253240055 1.0847535529 1.0894583927
26.7500000000 34.6853920469 10.9565528778 33.5661048096 12.0470326887 1.1192872373 1.0904798109
26.7600000000 34.6495552685 11.0782982965 33.4959846096 12.1693666588 1.1535706589 1.0910683623
26.7700000000 34.6095061409 11.2010718660 33.4219304174 12.2922836504 1.1875757235 1.0912117844
26.7800000000 34.5652244002 11.3248418117 33.3439502801 12.4157398488 1.2212741201 1.0908980371
26.7900000000 34.5166926408 11.4495745689 33.2620552723 12.5396899045 1.2546373685 1.0901153356
26.8000000000 34.4638964017 11.5752347665 33.1762595318 12.6640869517 1.2876368699 1.0888521851
26.8100000000 34.4068242496 11.7017852151 33.0865802914 12.7888826302 1.3202439582 1.0870974152
26.8200000000 34.3454678579 11.8291868973 32.9930379041 12.9140271120 1.3524299539 1.0848402146
26.8300000000 34.2798220828 11.9573989633 32.8956558636 13.0394691302 1.3841662193 1.0820701670
26.8400000000 34.2098850341 12.0863787281 32.7944608190 13.1651560141 1.4154242151 1.0787772860
26.8500000000 34.1356581420 12.2160816748 32.6894825832 13.2910337258 1.4461755588 1.0749520509
26.8600000000 34.0571462190 12.3464614606 32.5807541357 13.4170469029 1.4763920833 1.0705854423
26.8700000000 33.9743575163 12.4774699274 32.4683116188 13.5431389039 1.5060458975 1.0656689765
26.8800000000 33.8873037747 12.6090571170 32.3521943278 13.6692518582 1.5351094468 1.0601947412
26.8900000000 33.7960002694 12.7411712910 32.2324446944 13.7953267197 1.5635555750 1.0541554286
26.9000000000 33.7004658494 12.8737589546 32.1091082640 13.9213033245 1.5913575854 1.0475443699
26.9100000000 33.6007229691 13.0067648856 31.9822336663 14.0471204526 1.6184893028 1.0403555670
26.9200000000 33.4967977145 13.1401321685 31.8518725790 14.1727158928 1.6449251355 1.0325837243
26.9300000000 33.3887198212 13.2738022329 31.7180796853 14.2980265122 1.6706401359 1.0242242793
26.9400000000 33.2765226862 13.4077148968 31.5809126246 14.4229883278 1.6956100616 1.0152734310
26.9500000000 33.1602433715 13.5418084159 31.4404319367 14.5475365835 1.7198114348 1.0057281676
26.9600000000 33.0399226002 13.6760195360 31.2967009993 14.6716058282 1.7432216008 0.9955862922
26.9700000000 32.9156047453 13.8102835524 31.1497859599 14.7951299988 1.7658187854 0.9848464464
26.9800000000 32.7873378100 13.9445343726 30.9997556602 14.9180425049 1.7875821498 0.9735081323
26.9900000000 32.6551734000 14.0787045845 30.8466815554 15.0402763169 1.8084918446 0.9615717324
27.0000000000 32.5191666883 14.2127255295 30.6906376275 15.1617640562 1.8285290608 0.9490385267
27.0100000000 32.3793763710 14.3465273803 30.5317002919 15.2824380880 1.8476760791 0.9359107077
27.0200000000 32.2358646154 14.4800392225 30.3699482999 15.4022306158 1.8659163155 0.9221913933
27.0300000000 32.0886970003 14.6131891417 30.2054626349 15.5210737777 1.8832343654 0.9078846360
27.0400000000 31.9379424475 14.7459043138 30.0383264039 15.6388997445 1.8996160435 0.8929954306
27.0500000000 31.7836731457 14.8781111004 29.8686247247 15.7556408187 1.9150484210 0.8775297183
27.0600000000 31.6259644668 15.0097351468 29.6964446080 15.8712295347 1.9295198588 0.8614943879
27.0700000000 31.4648948742 15.1407014846 29.5218748362 15.9855987592 1.9430200380 0.8448972745
27.0800000000 31.3005458232 15.2709346375 29.3450058378 16.0986817924 1.9555399854 0.8277471549
27.0900000000 31.1330016554 15.4003587291 29.1659295592 16.2104124692 1.9670720962 0.8100537400
27.1000000000 30.9623494848 15.5288975952 28.9847393332 16.3207252596 1.9776101515 0.7918276644
27.1100000000 30.7886790777 15.6564748968 28.8015297447 16.4295553692 1.9871493330 0.7730804725
27.1200000000 30.6120827268 15.7830142365 28.6163964948 16.5368388387 1.9956862321 0.7538246022
27.1300000000 30.4326551183 15.9084392761 28.4294362625 16.6425126414 2.0032188559 0.7340733652
27.1400000000 30.2504931941 16.0326738555 28.2407465660 16.7465147802 2.0097466281 0.7138409247
27.1500000000 30.0656960083 16.1556421129 28.0504256223 16.8487843826 2.0152703860 0.6931422697
27.1600000000 29.8783645798 16.2772686057 27.8585722066 16.9492617930 2.0197923732 0.6719931873
27.1700000000 29.6886017395 16.3974784312 27.6652855117 17.0478886634 2.0233162278 0.6504102321
27.1800000000 29.4965119742 16.5161973481 27.4706650076 17.1446080406 2.0258469666 0.6284106925
27.1900000000 29.3022012674 16.6333518964 27.2748103023 17.2393644517 2.0273909652 0.6060125553
27.2000000000 29.1057769371 16.7488695171 27.0778210030 17.3321039850 2.0279559341 0.5832344679
27.2100000000 28.9073474709 16.8626786706 26.8797965800 17.4227743687 2.0275508909 0.5600956980
27.2200000000 28.7070223600 16.9747089531 26.6808362312 17.5113250451 2.0261861288 0.5366160920
27.2300000000 28.5049119313 17.0848912109 26.4810387501 17.5977072417 2.0238731812 0.5128160308
27.2400000000 28.3011271795 17.1931576528 26.2805023960 17.6818740377 2.0206247835 0.4887163849
27.2500000000 28.0957795985 17.2994419592 26.0793247671 17.7637804267 2.0164548314 0.4643384674
27.2600000000 27.8889810133 17.4036793879 25.8776026771 17.8433833744 2.0113783361 0.4397039865
27.2700000000 27.6808434129 17.5058068771 25.6754320359 17.9206418731 2.0054113770 0.4148349960
27.2800000000 27.4714787847 17.6057631436 25.4729077332 17.9955169899 1.9985710515 0.3897538463
27.2900000000 27.2609989504 17.7034887780 25.2701235274 18.0679719119 1.9908754230 0.3644831339
27.3000000000 27.0495154049 17.7989263344 25.0671719383 18.1379719849 1.9823434667 0.3390456505
27.3100000000 26.8371391576 17.8920204160 24.8641441446 18.2054847491 1.9729950130 0.3134643331
27.3200000000 26.6239805773 17.9827177559 24.6611298865 18.2704799684 1.9628506908 0.2877622124
27.3300000000 26.4101492409 18.0709672922 24.4582173729 18.3329296553 1.9519318680 0.2619623631
27.3400000000 26.1957537859 18.1567202379 24.2554931942 18.3928080914 1.9402605917 0.2360878535
27.3500000000 25.9809017681 18.2399301460 24.0530422399 18.4500918425 1.9278595282 0.2101616965
27.3600000000 25.7656995239 18.3205529678 23.8509476225 18.5047597687 1.9147519014 0.1842068010
27.3700000000 25.5502520378 18.3985471060 23.6492906056 18.5567930305 1.9009614322 0.1582459245
27.3800000000 25.3346628152 18.4738734621 23.4481505387 18.6061750891 1.8865122765 0.1323016270
27.3900000000 25.1190337622 18.5464954773 23.2476047970 18.6528917031 1.8714289652 0.1063962258
27.4000000000 24.9034650698 18.6163791676 23.0477287268 18.6969309201 1.8557363430 0.0805517525
27.4100000000 24.6880551058 18.6834931532 22.8485955964 18.7382830642 1.8394595094 0.0547899110
27.4200000000 24.4729003123 18.7478086814 22.6502765529 18.7769407187 1.8226237595 0.0291320373
27.4300000000 24.2580951104 18.8092996435 22.4528405839 18.8128987055 1.8052545265 0.0035990620
27.4400000000 24.0437318111 18.8679425864 22.2563544853 18.8461540598 1.7873773258 0.0217885266
27.4500000000 23.8299005334 18.9237167173 22.0608828336 18.8767060014 1.7690176998 0.0470107159
27.4600000000 23.6166891292 18.9766039037 21.8664879642 18.9045559022 1.7502011650 0.0720480015
27.4700000000 23.4041831147 19.0265886668 21.6732299540 18.9297072502 1.7309531607 0.0968814166
27.4800000000 23.1924656095 19.0736581703 21.4811666099 18.9521656106 1.7112989996 0.1214925597
27.4900000000 22.9816172817 19.1178022028 21.2903534610 18.9719385832 1.6912638207 0.1458636195
27.5000000000 22.7717163002 19.1590131562 21.1008437564 18.9890357577 1.6708725438 0.1699773984
27.5100000000 22.5628382937 19.1972859979 20.9126884668 19.0034686655 1.6501498269 0.1938173324
27.5200000000 22.3550563165 19.2326182394 20.7259362910 19.0152507297 1.6291200255 0.2173675098
27.5300000000 22.1484408204 19.2650098993 20.5406336659 19.0243972126 1.6078071545 0.2406126867
27.5400000000 21.9430596329 19.2944634624 20.3568247809 19.0309251610 1.5862348520 0.2635383014
27.5500000000 21.7389779421 19.3209838350 20.1745515958 19.0348533502 1.5644263463 0.2861304848
27.5600000000 21.5362582872 19.3445782956 19.9938538622 19.0362022252 1.5424044250 0.3083760704
27.5700000000 21.3349605545 19.3652564428 19.8147691485 19.0349938420 1.5201914060 0.3302626008
27.5800000000 21.1351419798 19.3830301391 19.6373328674 19.0312518065 1.4978091124 0.3517783326
27.5900000000 20.9368571552 19.3979134520 19.4615783072 19.0250012126 1.4752788480 0.3729122394
27.6000000000 20.7401580416 19.4099225925 19.2875366649 19.0162685799 1.4526213767 0.3936540125
27.6100000000 20.5450939860 19.4190758500 19.1152370824 19.0050817901 1.4298569036 0.4139940599
27.6200000000 20.3517117432 19.4253935265 18.9447066848 18.9914700234 1.4070050583 0.4339235032
27.6300000000 20.1600555018 19.4288978671 18.7759706208 18.9754636941 1.3840848810 0.4534341730
27.6400000000 19.9701669149 19.4296129898 18.6090521048 18.9570943868 1.3611148101 0.4725186030
27.6500000000 19.7820851337 19.4275648131 18.4439724611 18.9363947916 1.3381126726 0.4911700215
27.6600000000 19.5958468454 19.4227809828 18.2807511692 18.9133986404 1.3150956762 0.5093823425
27.6700000000 19.4114863141 19.4152907977 18.1194059107 18.8881406428 1.2920804034 0.5271501549
27.6800000000 19.2290354247 19.4051251336 17.9599526173 18.8606564230 1.2690828074 0.5444687106
27.6900000000 19.0485237298 19.3923163681 17.8024055196 18.8309824567 1.2461182101 0.5613339114
27.7000000000 18.8699784987 19.3768983040 17.6467771970 18.7991560095 1.2232013017 0.5777422945
27.7100000000 18.6934247692 19.3589060927 17.4930786276 18.7652150751 1.2003461417 0.5936910176
27.7200000000 18.5188854012 19.3383761580 17.3413192398 18.7291983151 1.1775661614 0.6091778429
27.7300000000 18.3463811317 19.3153461198 17.1915069630 18.6911449998 1.1548741687 0.6242011199
27.7400000000 18.1759306319 19.2898547183 17.0436482791 18.6510949499 1.1322823528 0.6387597684
27.7500000000 18.0075505655 19.2619417389 16.8977482742 18.6090884792 1.1098022913 0.6528532597
27.7600000000 17.8412556478 19.2316479374 16.7538106898 18.5651663391 1.0874449580 0.6664815983
27.7700000000 17.6770587061 19.1990149669 16.6118379743 18.5193696640 1.0652207318 0.6796453028
27.7800000000 17.5149707404 19.1640853046 16.4718313338 18.4717399181 1.0431394066 0.6923453864
27.7900000000 17.3550009849 19.1269021811 16.3337907831 18.4223188440 1.0212102018 0.7045833371
27.8000000000 17.1971569699 19.0875095099 16.1977151956 18.3711484121 0.9994417744 0.7163610978
27.8100000000 17.0414445835 19.0459518188 16.0636023529 18.3182707726 0.9778422306 0.7276810462
27.8200000000 16.8878681333 19.0022741826 15.9314489941 18.2637282078 0.9564191393 0.7385459748
27.8300000000 16.7364304087 18.9565221575 15.8012508638 18.2075630870 0.9351795449 0.7489590705
27.8400000000 16.5871327416 18.9087417175 15.6730027599 18.1498178225 0.9141299817 0.7589238950
27.8500000000 16.4399750680 18.8589791916 15.5466985799 18.0905348272 0.8932764881 0.7684443644
27.8600000000 16.2949559880 18.8072812036 15.4223313671 18.0297564740 0.8726246209 0.7775247296
27.8700000000 16.1520728257 18.7536946137 15.2998933551 17.9675250570 0.8521794706 0.7861695567
27.8800000000 16.0113216882 18.6982664617 15.1793760120 17.9038827539 0.8319456762 0.7943837078
27.8900000000 15.8726975239 18.6410439121 15.0607700831 17.8388715904 0.8119274408 0.8021723217
27.9000000000 15.7361941791 18.5820742017 14.9440656328 17.7725334060 0.7921285464 0.8095407957
27.9100000000 15.6018044548 18.5214045884 14.8292520850 17.7049098216 0.7725523698 0.8164947668
27.9200000000 15.4695201611 18.4590823024 14.7163182634 17.6360422084 0.7532018977 0.8230400940
27.9300000000 15.3393321715 18.3951544997 14.6052524294 17.5659716587 0.7340797421 0.8291828410
27.9400000000 15.2112304754 18.3296682171 14.4960423198 17.4947389583 0.7151881556 0.8349292589
27.9500000000 15.0852042292 18.2626703294 14.3886751830 17.4223845599 0.6965290461 0.8402857695
27.9600000000 14.9612418067 18.1942075086 14.2831378141 17.3489485588 0.6781039925 0.8452589498
27.9700000000 14.8393308477 18.1243261850 14.1794165890 17.2744706693 0.6599142587 0.8498555157
27.9800000000 14.7194583054 18.0530725105 14.0774974968 17.1989902029 0.6419608086 0.8540823076
27.9900000000 14.6016104921 17.9804923234 13.9773661721 17.1225460482 0.6242443199 0.8579462752
28.0000000000 14.4857731240 17.9066311156 13.8790079251 17.0451766516 0.6067651989 0.8614544640
28.0100000000 14.3719313643 17.8315340012 13.7824077710 16.9669199998 0.5895235933 0.8646140014
28.0200000000 14.2600698650 17.7552456875 13.6875504586 16.8878136033 0.5725194064 0.8674320842
28.0300000000 14.1501728067 17.6778104470 13.5944204971 16.8078944815 0.5557523095 0.8699159655
28.0400000000 14.0422239381 17.5992720920 13.5030021827 16.7271991486 0.5392217554 0.8720729434
28.0500000000 13.9362066131 17.5196739507 13.4132796230 16.6457636013 0.5229269902 0.8739103494
28.0600000000 13.8321038269 17.4390588443 13.3252367615 16.5636233067 0.5068670654 0.8754355376
28.0700000000 13.7298982505 17.3574690668 13.2388574003 16.4808131925 0.4910408503 0.8766558743
28.0800000000 13.6295722643 17.2749463656 13.1541252221 16.3973676375 0.4754470422 0.8775787281
28.0900000000 13.5311079895 17.1915319240 13.0710238110 16.3133204631 0.4600841785 0.8782114608
28.1000000000 13.4344873192 17.1072663450 12.9895366728 16.2287049263 0.4449506465 0.8785614187
28.1100000000 13.3396919473 17.0221896369 12.9096472535 16.1435537131 0.4300446938 0.8786359238
28.1200000000 13.2467033965 16.9363411998 12.8313389579 16.0578989334 0.4153644386 0.8784422664
28.1300000000 13.1555030451 16.8497598137 12.7545951666 15.9717721161 0.4009078785 0.8779876976
28.1400000000 13.0660721522 16.7624836279 12.6793992521 15.8852042058 0.3866729001 0.8772794220
28.1500000000 12.9783918822 16.6745501518 12.6057345947 15.7982255597 0.3726572875 0.8763245920
28.1600000000 12.8924433277 16.5859962465 12.5335845969 15.7108659455 0.3588587307 0.8751303010
28.1700000000 12.8082075314 16.4968581178 12.4629326974 15.6231545398 0.3452748340 0.8737035780
28.1800000000 12.7256655070 16.4071713104 12.3937623840 15.5351199280 0.3319031230 0.8720513825
28.1900000000 12.6447982588 16.3169707029 12.3260572061 15.4467901035 0.3187410527 0.8701805994
28.2000000000 12.5655868002 16.2262905037 12.2598007864 15.3581924689 0.3057860138 0.8680980348
28.2100000000 12.4880121715 16.1351642485 12.1949768316 15.2693538370 0.2930353399 0.8658104115
28.2200000000 12.4120554567 16.0436247980 12.1315691429 15.1803004324 0.2804863138 0.8633243656
28.2300000000 12.3376977986 15.9517043367 12.0695616255 15.0910578937 0.2681361731 0.8606464429
28.2400000000 12.2649204142 15.8594343726 12.0089382975 15.0016512769 0.2559821167 0.8577830957
28.2500000000 12.1937046081 15.7668457377 11.9496832987 14.9121050577 0.2440213094 0.8547406800
28.2600000000 12.1240317858 15.6739685891 11.8917808979 14.8224431359 0.2322508879 0.8515254532
28.2700000000 12.0558834656 15.5808324107 11.8352155005 14.7326888393 0.2206679651 0.8481435714
28.2800000000 11.9892412901 15.4874660160 11.7799716553 14.6428649279 0.2092696349 0.8446010881
28.2900000000 11.9240870370 15.3938975508 11.7260340605 14.5529935991 0.1980529765 0.8409039517
28.3000000000 11.8604026286 15.3001544973 11.6733875698 14.4630964926 0.1870150588 0.8370580047
28.3100000000 11.7981701413 15.2062636782 11.6220171973 14.3731946963 0.1761529439 0.8330689819
28.3200000000 11.7373718138 15.1122512611 11.5719081227 14.2833087513 0.1654636911 0.8289425098
28.3300000000 11.6779900553 15.0181427641 11.5230456956 14.1934586586 0.1549443598 0.8246841055
28.3400000000 11.6200074527 14.9239630614 11.4754154394 14.1036638853 0.1445920132 0.8202991761
28.3500000000 11.5634067767 14.8297363891 11.4290030554 14.0139433706 0.1344037213 0.8157930185
28.3600000000 11.5081709886 14.7354863517 11.3837944255 13.9243155329 0.1243765631 0.8111708188
28.3700000000 11.4542832456 14.6412359290 11.3397756155 13.8347982769 0.1145076301 0.8064376521
28.3800000000 11.4017269057 14.5470074830 11.2969328778 13.7454089999 0.1047940279 0.8015984832
28.3900000000 11.3504855323 14.4528227655 11.2552526534 13.6561645996 0.0952328789 0.7966581659
28.4000000000 11.3005428983 14.3587029254 11.2147215740 13.5670814814 0.0858213244 0.7916214441
28.4100000000 11.2518829901 14.2646685169 11.1753264637 13.4781755654 0.0765565264 0.7864929516
28.4200000000 11.2044900100 14.1707395074 11.1370543407 13.3894622942 0.0674356693 0.7812772131
28.4300000000 11.1583483801 14.0769352858 11.0998924182 13.3009566409 0.0584559620 0.7759786449
28.4400000000 11.1134427439 13.9832746711 11.0638281053 13.2126731159 0.0496146386 0.7706015551
28.4500000000 11.0697579688 13.8897759209 11.0288490081 13.1246257757 0.0409089607 0.7651501452
28.4600000000 11.0272791477 13.7964567403 10.9949429298 13.0368282296 0.0323362179 0.7596285106
28.4700000000 10.9859916007 13.7033342905 10.9620978713 12.9492936488 0.0238937293 0.7540406417
28.4800000000 10.9458808760 13.6104251980 10.9303020314 12.8620347730 0.0155788446 0.7483904250
28.4900000000 10.9069327509 13.5177455636 10.8995438062 12.7750639191 0.0073889447 0.7426816445
28.5000000000 10.8691332324 13.4253109717 10.8698117896 12.6883929891 0.0006785572 0.7369179826
28.5100000000 10.8324685575 13.3331364989 10.8410947724 12.6020334774 0.0086262150 0.7311030215
28.5200000000 10.7969251933 13.2412367240 10.8133817421 12.5159964793 0.0164565488 0.7252402447
28.5300000000 10.7624898371 13.1496257365 10.7866618821 12.4302926985 0.0241720449 0.7193330380
28.5400000000 10.7291494159 13.0583171465 10.7609245708 12.3449324549 0.0317751548 0.7133846916
28.5500000000 10.6968910859 12.9673240934 10.7361593809 12.2599256928 0.0392682950 0.7073984006
28.5600000000 10.6657022319 12.8766592557 10.7123560783 12.1752819883 0.0466538464 0.7013772674
28.5700000000 10.6355704663 12.7863348596 10.6895046211 12.0910105571 0.0539341548 0.6953243025
28.5800000000 10.6064836286 12.6963626887 10.6675951581 12.0071202620 0.0611115295 0.6892424266
28.5900000000 10.5784297835 12.6067540930 10.6466180277 11.9236196211 0.0681882442 0.6831344719
28.6000000000 10.5513972202 12.5175199979 10.6265637565 11.8405168145 0.0751665364 0.6770031833
28.6100000000 10.5253744506 12.4286709134 10.6074230580 11.7578196926 0.0820486073 0.6708512208
28.6200000000 10.5003502084 12.3402169432 10.5891868305 11.6755357827 0.0888366221 0.6646811605
28.6300000000 10.4763134465 12.2521677933 10.5718461562 11.5936722971 0.0955327098 0.6584954962
28.6400000000 10.4532533361 12.1645327811 10.5553922992 11.5122361399 0.1021389631 0.6522966412
28.6500000000 10.4311592647 12.0773208443 10.5398167038 11.4312339142 0.1086574391 0.6460869300
28.6600000000 10.4100208338 11.9905405491 10.5251109927 11.3506719295 0.1150901589 0.6398686197
28.6700000000 10.3898278575 11.9042000996 10.5112669654 11.2705562082 0.1214391080 0.6336438914
28.6800000000 10.3705703600 11.8183073454 10.4982765963 11.1908924931 0.1277062363 0.6274148523
28.6900000000 10.3522385738 11.7328697908 10.4861320327 11.1116862538 0.1338934589 0.6211835370
28.7000000000 10.3348229374 11.6478946026 10.4748255929 11.0329426935 0.1400026556 0.6149519091
28.7100000000 10.3183140930 11.5633886185 10.4643497647 10.9546667559 0.1460356717 0.6087218626
28.7200000000 10.3027028847 11.4793583553 10.4546972028 10.8768631314 0.1519943181 0.6024952240
28.7300000000 10.2879803555 11.3958100168 10.4458607273 10.7995362638 0.1578803718 0.5962737530
28.7400000000 10.2741377456 11.3127495016 10.4378333216 10.7226903565 0.1636955760 0.5900591451
28.7500000000 10.2611664898 11.2301824109 10.4306081303 10.6463293790 0.1694416406 0.5838530319
28.7600000000 10.2490582149 11.1481140563 10.4241784573 10.5704570726 0.1751202424 0.5776569837
28.7700000000 10.2378047380 11.0665494673 10.4185377638 10.4950769569 0.1807330257 0.5714725104
28.7800000000 10.2273980633 10.9854933985 10.4136796661 10.4201923356 0.1862816028 0.5653010629
28.7900000000 10.2178303801 10.9049503371 10.4095979339 10.3458063023 0.1917675538 0.5591440348
28.8000000000 10.2090940602 10.8249245099 10.4062864880 10.2719217461 0.1971924278 0.5530027639
28.8100000000 10.2011816558 10.7454198908 10.4037393983 10.1985413577 0.2025577425 0.5468785332
28.8200000000 10.1940858965 10.6664402072 10.4019508818 10.1256676345 0.2078649854 0.5407725727
28.8300000000 10.1877996873 10.5879889470 10.4009153008 10.0533028865 0.2131156136 0.5346860605
28.8400000000 10.1823161060 10.5100693654 10.4006271606 9.9814492410 0.2183110547 0.5286201243
28.8500000000 10.1776284008 10.4326844914 10.4010811076 9.9101086487 0.2234527068 0.5225758427
28.8600000000 10.1737299878 10.3558371342 10.4022719272 9.8392828879 0.2285419393 0.5165542463
28.8700000000 10.1706144488 10.2795298896 10.4041945420 9.7689735704 0.2335800933 0.5105563192
28.8800000000 10.1682755283 10.2037651463 10.4068440098 9.6991821461 0.2385684815 0.5045830001
28.8900000000 10.1667071319 10.1285450916 10.4102155214 9.6299099077 0.2435083895 0.4986351839
28.9000000000 10.1659033235 10.0538717179 10.4143043990 9.5611579957 0.2484010755 0.4927137222
28.9100000000 10.1658583226 9.9797468283 10.4191060939 9.4929274031 0.2532477713 0.4868194252
28.9200000000 10.1665665028 9.9061720420 10.4246161848 9.4252189796 0.2580496821 0.4809530624
28.9300000000 10.1680223885 9.8331488006 10.4308303760 9.3580334367 0.2628079875 0.4751153639
28.9400000000 10.1702206533 9.7606783731 10.4377444951 9.2913713515 0.2675238418 0.4693070217
28.9500000000 10.1731561174 9.6887618616 10.4453544916 9.2252331713 0.2721983742 0.4635286902
28.9600000000 10.1768237453 9.6174002061 10.4536564346 9.1596192179 0.2768326893 0.4577809882
28.9700000000 10.1812186437 9.5465941902 10.4626465114 9.0945296912 0.2814278676 0.4520644990
28.9800000000 10.1863360591 9.4763444459 10.4723210252 9.0299646740 0.2859849661 0.4463797719
28.9900000000 10.1921713757 9.4066514586 10.4826763938 8.9659241353 0.2905050181 0.4407273233
29.0000000000 10.1987201131 9.3375155718 10.4937091475 8.9024079344 0.2949890344 0.4351076374
29.0100000000 10.2059779242 9.2689369920 10.5054159272 8.8394158248 0.2994380030 0.4295211673
29.0200000000 10.2139405933 9.2009157934 10.5177934831 8.7769474576 0.3038528899 0.4239683359
29.0300000000 10.2226040333 9.1334519221 10.5308386726 8.7150023853 0.3082346393 0.4184495368
29.0400000000 10.2319642846 9.0665452006 10.5445484587 8.6535800654 0.3125841741 0.4129651352
29.0500000000 10.2420175121 9.0001953327 10.5589199084 8.5926798636 0.3169023963 0.4075154690
29.0600000000 10.2527600037 8.9344019066 10.5739501908 8.5323010575 0.3211901871 0.4021008492
29.0700000000 10.2641881681 8.8691644002 10.5896365757 8.4724428393 0.3254484076 0.3967215609
29.0800000000 10.2762985330 8.8044821844 10.6059764320 8.4131043200 0.3296778990 0.3913778644
29.0900000000 10.2890877427 8.7403545271 10.6229672256 8.3542845314 0.3338794828 0.3860699958
29.1000000000 10.3025525568 8.6767805974 10.6406065185 8.2959824300 0.3380539617 0.3807981674
29.1100000000 10.3166898477 8.6137594690 10.6588919668 8.2381968999 0.3422021191 0.3755625691
29.1200000000 10.3314965990 8.5512901239 10.6778213190 8.1809267552 0.3463247200 0.3703633687
29.1300000000 10.3469699037 8.4893714561 10.6973924151 8.1241707434 0.3504225114 0.3652007127
29.1400000000 10.3631069622 8.4280022753 10.7176031844 8.0679275481 0.3544962222 0.3600747272
29.1500000000 10.3799050805 8.3671813097 10.7384516443 8.0121957915 0.3585465638 0.3549855182
29.1600000000 10.3973616686 8.3069072097 10.7599358989 7.9569740372 0.3625742303 0.3499331725
29.1700000000 10.4154742384 8.2471785513 10.7820541373 7.9022607929 0.3665798989 0.3449177584
29.1800000000 10.4342404024 8.1879938389 10.8048046324 7.8480545128 0.3705642300 0.3399393261
29.1900000000 10.4536578717 8.1293515086 10.8281857395 7.7943536000 0.3745278678 0.3349979086
29.2000000000 10.4737244543 8.0712499311 10.8521958943 7.7411564091 0.3784714401 0.3300935220
29.2100000000 10.4944380535 8.0136874148 10.8768336125 7.6884612486 0.3823955591 0.3252261662
29.2200000000 10.5157966663 7.9566622084 10.9020974876 7.6362663828 0.3863008212 0.3203958256
29.2300000000 10.5377983820 7.9001725038 10.9279861898 7.5845700346 0.3901878078 0.3156024692
29.2400000000 10.5604413798 7.8442164389 10.9544984647 7.5333703872 0.3940570849 0.3108460517
29.2500000000 10.5837239283 7.7887921002 10.9816331320 7.4826655865 0.3979092037 0.3061265137
29.2600000000 10.6076443832 7.7338975253 11.0093890843 7.4324537431 0.4017447010 0.3014437822
29.2700000000 10.6322011860 7.6795307056 11.0377652852 7.3827329344 0.4055640991 0.2967977712
29.2800000000 10.6573928626 7.6256895884 11.0667607688 7.3335012065 0.4093679062 0.2921883819
29.2900000000 10.6832180214 7.5723720795 11.0963746380 7.2847565760 0.4131566166 0.2876155035
29.3000000000 10.7096753526 7.5195760459 11.1266060634 7.2364970322 0.4169307108 0.2830790136
29.3100000000 10.7367636258 7.4672993172 11.1574542816 7.1887205388 0.4206906558 0.2785787784
29.3200000000 10.7644816894 7.4155396886 11.1889185949 7.1414250354 0.4244369055 0.2741146532
29.3300000000 10.7928284686 7.3642949226 11.2209983690 7.0946084398 0.4281699005 0.2696864828
29.3400000000 10.8218029643 7.3135627514 11.2536930328 7.0482686492 0.4318900685 0.2652941023
29.3500000000 10.8514042517 7.2633408786 11.2870020762 7.0024035420 0.4355978245 0.2609373366
29.3600000000 10.8816314790 7.2136269814 11.3209250499 6.9570109797 0.4392935709 0.2566160017
